scenario,scenario_label,reps,avg_u_mean,avg_u_sd,avg_u_skew,avg_u_excess_kurtosis,avg_u_q01,avg_u_q05,avg_u_q50,avg_u_q95,avg_u_q99,avg_contam_share
N0,N0 Normal,5000,-0.0005412243118128741,1.0004160176400183,-0.0010098268132068132,-0.02305520923666572,-2.290222459118901,-1.6380816152021818,8.670263405001641e-05,1.635691802875141,2.287545569567263,
N1,N1 Severe skewness,5000,0.0011033368340636685,0.997555389379538,2.712588635532333,10.565132589951338,-0.7069206125623955,-0.7040170502945274,-0.38311120480225047,1.9973634139440954,3.8736875514509665,
N2,N2 Extreme t3 tails,5000,0.00040039336981566586,0.9804599529165425,-0.006847440831272597,19.311582431647327,-2.5534871719571703,-1.351425545909858,0.00012545092827932237,1.3537289115992857,2.5640923212778444,
N3,N3 One-sided contamination,5000,0.0010431558399648514,0.9962957178386495,3.6098333664578806,19.514052807866978,-1.4402738539544153,-1.0590142675750442,-0.10097305776283465,0.968222170639738,5.334131805758851,0.020104399999999998
