scenario,scenario_label,rep,u_mean,u_sd,u_skew,u_excess_kurtosis,u_q01,u_q05,u_q50,u_q95,u_q99,contam_share
N0,N0 Normal,521,-0.019688532122266504,1.0108274003708635,-0.026321955265909018,-0.02737024472526972,-2.522093335757507,-1.6438853184195352,-0.05501168579975765,1.5633933993688702,2.3529694736533746,
N1,N1 Severe skewness,521,0.0868093749626104,1.013941681589047,2.104346980598072,5.564179522993218,-0.7068422835215037,-0.703536690086129,-0.30071896365758266,2.254761135660156,3.4519944014103676,
N2,N2 Extreme t3 tails,521,0.010655230587064565,0.9773914845272306,-1.126478159490858,9.475345812485092,-3.0517538052754913,-1.4195498191369966,0.008348140196674856,1.5775791553755072,2.4524131693397786,
N3,N3 One-sided contamination,521,0.04948702888999628,1.1433015690007646,3.6331078323915773,16.945689566108026,-1.4600580124215266,-1.079631634176955,-0.11282128017436183,1.1784037138889445,6.0940069000684876,0.026
N0,N0 Normal,522,-0.09004517224926056,1.0017966153945606,0.0008507545935619163,-0.024678005886538124,-2.307085059344422,-1.7797125067429251,-0.08974594393333397,1.488346289004148,2.378267660570784,
N1,N1 Severe skewness,522,-0.008942875005446098,1.0323235048324446,2.7852945927328583,10.12052356043604,-0.7070514451201012,-0.7033886815004075,-0.4394815249444437,2.214987062661108,3.7278223228643292,
N2,N2 Extreme t3 tails,522,0.005282141770260072,1.1438858566333021,7.722838543344068,119.87993402926745,-2.4029836585915976,-1.1990342572652728,-0.060581169257477065,1.3239802231718294,2.292453924403276,
N3,N3 One-sided contamination,522,-0.039634591113100484,0.8659458224558768,3.3449481242018457,19.736855631642293,-1.4899921455653276,-1.0955455502090055,-0.09592127512690662,0.910902928554934,5.032601669445805,0.014
N0,N0 Normal,523,0.04492650477069373,0.989405000973181,0.05278600541576069,-0.020181781193485016,-2.317205579710325,-1.5485230502019718,0.04849207079446624,1.736102393867874,2.375590787859783,
N1,N1 Severe skewness,523,0.004643087177226274,1.1005400541728545,3.263905295472692,14.867822573167423,-0.7070795536566997,-0.7052667398333642,-0.416904541580517,2.3270862091242255,4.8603706962886895,
N2,N2 Extreme t3 tails,523,-0.036225151948798474,1.0962860906179814,2.9380029431900905,31.102953785813206,-2.373044130826385,-1.463484477775985,-0.10333152158810344,1.4160627528921688,2.2855095543295456,
N3,N3 One-sided contamination,523,0.0006532683863006277,1.0672921180757309,3.591355209617872,17.516323217987093,-1.4358967449062183,-1.0310399646509523,-0.11746697747501245,0.9438323583548648,5.925396287837216,0.024
N0,N0 Normal,524,0.07159418666926261,0.9938160177297732,0.006196351686242139,0.10154302761803713,-2.1655161006248194,-1.610689689698312,0.0629201576284882,1.6283530357960998,2.4459038965726627,
N1,N1 Severe skewness,524,-0.05544013434938365,0.9280491911248852,2.3070105031314077,5.602027311572336,-0.7070677301414144,-0.7062527361388387,-0.4090480997136655,1.9725688538190056,3.450301367284021,
N2,N2 Extreme t3 tails,524,-0.010373372708412295,0.9729830077890073,-0.9625295056973334,10.216001766043165,-2.3649893587898685,-1.412836583954017,-0.005248903144917591,1.467808323657522,1.965847924118276,
N3,N3 One-sided contamination,524,-0.0796051342616885,0.8470737883808147,3.614398179536751,22.939013686611528,-1.4730421661783273,-1.0553143686571416,-0.1540801158435033,0.8939769638707796,4.991406281031969,0.012
N0,N0 Normal,525,0.029242456307565955,1.0279822223044177,-0.11772110380822853,0.1521083265719927,-2.298579334937332,-1.6698883663784365,0.10877465041490322,1.6985150368646214,2.3924284935762685,
N1,N1 Severe skewness,525,0.03963545605376489,1.0024614963656153,2.447762414914439,7.664839610363746,-0.7067632248079577,-0.7042032077211051,-0.3281536821363206,2.0263224523930448,4.024202453051768,
N2,N2 Extreme t3 tails,525,0.037346483386092894,0.9936605207896386,-0.48219688597712324,6.398756151072371,-2.588332953935141,-1.3734957869775417,0.04931082467763458,1.6257874723801893,2.4359955076511914,
N3,N3 One-sided contamination,525,0.009544365466871192,1.0372595362930754,3.6469459440545275,18.430211061815317,-1.3846595832272939,-1.007012750747292,-0.12967921784897507,1.0745527456959245,5.757143669895693,0.022
N0,N0 Normal,526,0.014549574348668007,0.9951344291534125,0.10929611679435851,-0.19011066472602467,-2.1091141703010954,-1.5558651352296409,0.026834003094143653,1.6615660632294231,2.364771370611344,
N1,N1 Severe skewness,526,0.0037290214821375364,1.0149549052338447,2.3663202843823954,6.274155824602451,-0.7069398637645149,-0.7044107486767174,-0.4078406574694989,2.141836063054007,4.0634894392724465,
N2,N2 Extreme t3 tails,526,0.02897028513585565,0.947504222904665,0.6646639861632704,4.689957372714376,-2.5230934451092684,-1.36232382337096,-0.0059153661207495285,1.6369115088813968,2.8919914892636043,
N3,N3 One-sided contamination,526,-0.041430850043124794,0.8641477290532952,3.6347854581008754,23.25497381784234,-1.4504374056518963,-1.0670658405685753,-0.10407289817364522,0.8727745848601413,5.347854446479059,0.012
N0,N0 Normal,527,-0.02290107779621014,0.9455334507043842,-0.00013190410889839656,-0.04293831961004724,-2.112444628282172,-1.6355366809990985,-0.03996061197791961,1.5966660149060947,2.0301651947063304,
N1,N1 Severe skewness,527,0.07016581462462125,1.1277742603246066,2.8147219791026235,11.300923045245256,-0.7062179569751307,-0.7045517107664564,-0.37769316924281415,2.3362371820641483,4.659460267759446,
N2,N2 Extreme t3 tails,527,-0.016541069404471892,1.084325277904406,2.1510296062735432,21.952530367127736,-2.6952735265771324,-1.4119104460224043,-0.0105855846515162,1.2034577514054785,2.956424279694985,
N3,N3 One-sided contamination,527,0.034683710563996197,1.0366528233619952,3.7657302907595223,20.081815899575194,-1.439529319138271,-0.9916964903613896,-0.09400724696443041,1.0527386295917611,5.710032080055512,0.02
N0,N0 Normal,528,0.03343161475791901,1.0281881716718488,-0.13548241283095525,-0.29579236839522194,-2.28071774013849,-1.7397666937731786,0.08491710547673588,1.625085864858661,2.2707410631444107,
N1,N1 Severe skewness,528,0.026655727995185636,1.0538304187374068,2.821933891665023,11.005860339168299,-0.7070591673294709,-0.7043520069144359,-0.3876090750863044,2.120030961999525,3.928896343359158,
N2,N2 Extreme t3 tails,528,0.06447322769128797,0.9685079480884705,1.499825077789972,15.986664291866258,-2.1861559315493913,-1.1612393749490084,0.0004222526390582435,1.5293447911655091,2.749279872274717,
N3,N3 One-sided contamination,528,0.0842751659887922,1.1635957809894542,3.4301197446927647,14.754710583833642,-1.3455289597291546,-0.9948816736732066,-0.11684578909269121,1.0851387837334876,6.1567953908426585,0.032
N0,N0 Normal,529,0.020418130731963927,0.9479321605241565,0.13567485007797217,-0.2249293194821207,-2.1549490999979555,-1.4619361554628219,-0.006159367645045983,1.603584932163161,2.3084916092497427,
N1,N1 Severe skewness,529,-0.05896435240055453,0.9442725440517642,3.0821059673442925,13.339846034041681,-0.7067867650827386,-0.7036894214108615,-0.4188428776722669,1.6526717239550222,4.275949163504696,
N2,N2 Extreme t3 tails,529,0.04994514518202781,0.8684504349673705,0.7268937636497478,4.831640328302382,-1.8402215893418983,-1.1057261095702102,0.03144870119643185,1.4094249914961412,3.2452859263281533,
N3,N3 One-sided contamination,529,-0.045057485160874294,0.9253955135722602,3.755346424885258,21.502879300551328,-1.4499657230462333,-1.047024391438058,-0.15591420271241022,0.9627594511548122,5.447421373650561,0.016
N0,N0 Normal,530,-0.024566063952567708,1.0646832717130925,-0.11224867893383543,-0.014892136070500328,-2.3223714693244872,-1.9215710122601093,0.0009568946147831726,1.6390206771224112,2.4321951167075317,
N1,N1 Severe skewness,530,-0.030007058268269014,0.9000868103541633,2.424653798184386,7.5372769265122805,-0.7068258028541168,-0.7035244859017625,-0.36235519321022314,1.9386762037132483,3.375348886441952,
N2,N2 Extreme t3 tails,530,-0.0628492792292758,0.8041428103871057,0.7571550474206119,6.645640426903222,-2.158616756504168,-1.342215533256621,-0.06187621009947411,1.185916032988217,1.6933749751384244,
N3,N3 One-sided contamination,530,-0.0032867699169327374,0.9408264600643982,3.9755170859496594,23.302890096152193,-1.3113662073279528,-0.9415069375856818,-0.11401735328564347,0.9545728506473546,5.673831171555813,0.016
N0,N0 Normal,531,0.04404985280756853,1.0356795427831893,-0.1229066459633131,0.07191203437539828,-2.4382384619037856,-1.6737193093892173,0.05383974950965508,1.7555040969454212,2.363935673849503,
N1,N1 Severe skewness,531,-0.022846498691760402,0.9647423056240066,2.7240051266639385,11.853163493311218,-0.7069620465544401,-0.7047660435301307,-0.40312444898443706,1.9767698176766728,3.3971171716895348,
N2,N2 Extreme t3 tails,531,-0.05355437349017907,0.9657175559914101,-0.4989809543572377,3.4618979124961955,-3.1090027617706006,-1.5826685792957584,0.01261626935406935,1.3084947280474364,2.4033280667882604,
N3,N3 One-sided contamination,531,-0.054029245546119285,0.8425496691400189,3.4628899108068265,22.27526306981835,-1.4883325541893055,-1.075518216168804,-0.09472436129171369,0.8734372451024155,4.902739951830856,0.012
N0,N0 Normal,532,0.06220176790559327,1.0446120284206761,0.036588723506315236,-0.22271136338341257,-2.282974872685961,-1.675111064531605,0.03622819686602333,1.8843260405671916,2.302730550281735,
N1,N1 Severe skewness,532,0.010022735289111523,1.0572113786517026,2.6330885476248334,8.147780865386245,-0.7068347490746683,-0.7045442919117569,-0.4270467895675638,2.069389221489073,4.371916540417451,
N2,N2 Extreme t3 tails,532,0.025554876441308636,1.2454453020697158,5.849321226337686,88.44687835579083,-2.6136128563607857,-1.336178773838041,0.03034079967315198,1.3062587371244934,2.8094636194717153,
N3,N3 One-sided contamination,532,0.0028256525516010137,0.9749634010903396,3.3774670657544847,18.559095529630515,-1.6767587984652286,-1.0569893290331598,-0.09037805699959046,0.9861805035684119,5.278215837775379,0.018
N0,N0 Normal,533,-0.034380852923262935,1.051948654383381,0.06004216797253336,0.36648026970584224,-2.567909173484132,-1.7519830414963704,-0.024821553994150914,1.6351307121586764,2.3746450959620526,
N1,N1 Severe skewness,533,-0.096182432901943,0.882912364292503,2.925320881240592,11.198814280195283,-0.707044057028031,-0.7055958818861484,-0.4230595304793255,1.4216848751215925,3.7868169226220045,
N2,N2 Extreme t3 tails,533,0.045575204149138585,0.9168120459945902,0.6055454728643215,5.833691013105726,-2.613107953556252,-1.2640038690033055,0.015847457986870067,1.3645892126948778,2.6959565917340544,
N3,N3 One-sided contamination,533,0.062463545805103673,1.1795228600298688,3.4325304902687592,14.6301111370462,-1.605387455320235,-1.0715995783150296,-0.06720653507575206,1.0361570986061945,5.656975298283082,0.034
N0,N0 Normal,534,0.056686292458674646,0.9609518508952641,-0.15840476724728156,-0.07114813127466268,-2.291336169661625,-1.5570365019692982,0.037832776657924325,1.57110025666385,2.054342110491845,
N1,N1 Severe skewness,534,-0.05794493002333502,0.864497256382232,2.0851934181463094,4.773217206121487,-0.7070314286862454,-0.704231301678313,-0.4172808566770815,1.8655539876090599,3.2713769108294604,
N2,N2 Extreme t3 tails,534,0.03642551196465679,1.1047446604385844,-3.144654925397514,47.47184649991171,-2.377817711290357,-1.1876969776525739,0.02951788788333848,1.4372817253624859,2.7959994510182784,
N3,N3 One-sided contamination,534,-0.029939029426340504,0.9921276414160364,3.795037391706523,20.864780905954824,-1.3957486184228056,-1.093961081943865,-0.13196437281196383,0.9569848926431175,5.952410988038992,0.018
N0,N0 Normal,535,-0.07422322704529158,1.0174450185110637,0.05870628634273811,-0.28381384366514384,-2.232139282725308,-1.6723518370538004,-0.11058858922177146,1.5516589305844826,2.250260513949535,
N1,N1 Severe skewness,535,-0.02888613750064262,1.065295516583529,3.2715839329566774,13.842732469980078,-0.7068072602241448,-0.7040019405090013,-0.4152910580851611,2.046845540076403,4.5090784780252156,
N2,N2 Extreme t3 tails,535,0.010434312768288071,1.1883855000436079,-0.30783464344929395,27.431160041823205,-3.371607376257161,-1.2950200764601485,0.02681018156904398,1.3168838375313683,2.7533538181648884,
N3,N3 One-sided contamination,535,-0.03776431160204053,0.9695775188600498,3.682255756877719,21.113557822232504,-1.5459793412614582,-1.0856465286188595,-0.13740259121712683,0.9369775572393607,5.649335560189758,0.016
N0,N0 Normal,536,0.01018192598853209,0.9711389462108135,-0.11310511385418388,0.39707618897086183,-2.2461950366312085,-1.6505136260804916,0.05358888400880595,1.573989612878212,2.2234917007758463,
N1,N1 Severe skewness,536,-0.014913715865342873,1.1389498769119732,4.074456774638942,25.640309974384,-0.7066734751480013,-0.7038011376052808,-0.42371730266306573,2.00039954641714,4.054857838224985,
N2,N2 Extreme t3 tails,536,-0.06800036267676007,0.982383544270006,-0.8693405645602282,6.895378576493085,-3.433613763449335,-1.4508913630665619,0.008459417420416209,1.2792244397769512,2.380692460036469,
N3,N3 One-sided contamination,536,0.01556738969077862,0.9363463099905213,3.750922148004408,21.608298643890897,-1.2936080453206604,-0.9874671748343394,-0.06221596689359178,0.9864579981050074,5.13518868390453,0.018
N0,N0 Normal,537,0.014514639813529233,1.0182779780266111,0.02658219795204308,-0.16697703554826493,-2.2667935703272972,-1.6704052293972265,0.01841696011221901,1.6223498089413204,2.5628534103689913,
N1,N1 Severe skewness,537,-0.07625988294452538,0.9194500269606101,2.426531562602772,7.081671583588413,-0.7068741358663089,-0.7034369588470892,-0.4547596107602747,1.930860538679196,3.3695952539445937,
N2,N2 Extreme t3 tails,537,-0.04141776170093919,0.8857473085778983,-0.317111563000376,3.70006876662854,-2.6033539213287504,-1.3649870535622186,-0.029644810742144697,1.3288248412170849,2.3191725043443885,
N3,N3 One-sided contamination,537,0.06062355842982564,1.1159346694440504,3.6181020514953732,16.582908059762538,-1.4626279590213112,-1.0442780800282871,-0.08385099368613107,0.9516736620273125,5.79349505110962,0.028
N0,N0 Normal,538,-0.12569627925073476,0.9837432336128823,-0.014480669295806756,-0.08765634668889533,-2.375698782989626,-1.7390925059650835,-0.06621504560883655,1.490125692998381,2.173602399129407,
N1,N1 Severe skewness,538,-0.03090061438218173,1.0606650331462764,3.0285664591146837,11.589643297027324,-0.7069796900166877,-0.7043648963550116,-0.4380858185651428,2.1457842224475385,3.8795928212989166,
N2,N2 Extreme t3 tails,538,0.05596564072322658,0.8832263284448331,1.2498596398633994,7.001170207628409,-1.8717289918684459,-1.239620474311557,0.012898224230271448,1.2861900841771825,2.898629404218776,
N3,N3 One-sided contamination,538,-0.047221703141304375,0.8347592608348916,3.4619434977926513,21.647907098938134,-1.3888041513072462,-1.046435777260817,-0.09028853247352318,0.865898762322624,5.197450613759938,0.012
N0,N0 Normal,539,-0.037807271886749545,1.0586554926500507,0.12256964170388818,0.030602699520124954,-2.5740993164092076,-1.7531974657690756,-0.09421459555066454,1.6893579230044895,2.4404916405003,
N1,N1 Severe skewness,539,0.0029207456295815026,0.9863421049068133,2.460963618512341,7.292570527757277,-0.7069903760983343,-0.7037139408515894,-0.39655105540670976,1.9678720464591395,4.003896821673974,
N2,N2 Extreme t3 tails,539,-0.0011819069596849107,0.930667517185804,1.416812664284428,13.185339034479522,-2.357291988443247,-1.3323327255063162,-0.024153433777713576,1.2432108044560548,2.7317287765298652,
N3,N3 One-sided contamination,539,0.01667057041398017,1.0533635751518382,3.507950476287074,16.598134017964824,-1.4753403112316514,-1.0761395933256306,-0.09171517784738653,0.9146279326255664,5.547323222638235,0.026
N0,N0 Normal,540,0.0002533640928208616,0.9772352110003067,0.10790903619860444,-0.12009122382563131,-2.1458235514738497,-1.5646567673128688,0.016277706851099603,1.5836183053774677,2.3330472649960354,
N1,N1 Severe skewness,540,0.024938606296398783,1.10887885843339,3.0815555370568926,12.419435092343154,-0.7070360648204861,-0.7019203302590084,-0.39185028570970004,2.0469325688964863,4.466557760867937,
N2,N2 Extreme t3 tails,540,0.008446712927593298,1.0097394189335172,0.1054168514657685,4.259271379273383,-3.4773509408864807,-1.4132402093462508,0.0012206950597269412,1.5834409971416075,2.8219398636277386,
N3,N3 One-sided contamination,540,0.05992302954379103,1.0951699639080028,3.7019234811686537,17.38552890409674,-1.452297105392574,-0.9880910928453656,-0.09738586798068241,1.0827971706652175,5.746611214312605,0.028
N0,N0 Normal,541,-0.054525330504397417,1.0574008007850164,0.061518242524299445,-0.3134789923264121,-2.3164691169927925,-1.7744113874569027,-0.05954576106362034,1.7260861540998502,2.3434619836200334,
N1,N1 Severe skewness,541,-0.002369335554417383,0.9788021807329017,2.5996922135053135,8.600797029168268,-0.7069767120368871,-0.7034766993702207,-0.3638224074544165,1.7767135578896036,4.284919922829234,
N2,N2 Extreme t3 tails,541,-0.06668237519132272,0.976709604154805,0.8054953960601036,10.984196973405393,-2.3882081941250908,-1.4465456471725264,-0.022669770246904884,1.1655935733397143,2.5908272539723076,
N3,N3 One-sided contamination,541,-0.0136365352498689,0.998072235639122,3.7082362321150972,18.9362147322952,-1.4586065410063707,-0.971213648364622,-0.12798238478684826,0.9196275058570269,5.54761523962682,0.022
N0,N0 Normal,542,-0.0024357942022619223,0.9919293420258647,0.0034945273121360005,-0.15575196237868472,-2.188905993221498,-1.6166008623152772,0.03028240592211766,1.5584211112576924,2.1789375392619976,
N1,N1 Severe skewness,542,-0.03780780958823499,0.9431585634743044,2.2194046043056006,5.553330433881557,-0.7069867473162877,-0.704587320331664,-0.4556149360536168,1.8761600867303942,3.7128789279487604,
N2,N2 Extreme t3 tails,542,-0.05413501010333202,0.8186096569136729,-0.5618670970922874,4.809627523668652,-2.6957475712424146,-1.2643890992955311,-0.02816912447472733,1.0716489660775281,1.941389038813315,
N3,N3 One-sided contamination,542,0.0006136784293752627,0.8933102976787456,3.598068183196521,21.296916514891286,-1.5037758609340932,-1.0566270253361114,-0.023764066944623328,0.8379269603899377,5.487500784077706,0.016
N0,N0 Normal,543,0.017953661627966803,1.0380371835805147,0.10114877185588189,-0.2292490142143726,-2.1363812987608726,-1.769706832086581,0.007152375035528116,1.8471375414285647,2.441775351151349,
N1,N1 Severe skewness,543,0.039577778535695544,1.090363288913399,2.8785146590973354,10.708889293517153,-0.7069143922759294,-0.7048770405827106,-0.35665975128965943,2.1072061726312965,4.378651190051637,
N2,N2 Extreme t3 tails,543,0.04403670436364549,0.8821608423831461,0.16613760466006303,3.1618454603617625,-2.4280011472209746,-1.4012577456006812,0.05629663923282213,1.3516976064804715,2.841614499186669,
N3,N3 One-sided contamination,543,-0.06981441463723866,0.8833630148380784,3.0368009849824413,17.884502351348107,-1.5100384955969184,-1.1614765854065754,-0.10692436951493663,0.9318098912760557,4.323170802852199,0.014
N0,N0 Normal,544,-0.08489043675426018,1.002671194145095,0.08213092372795086,-0.23864734558377165,-2.101003692731789,-1.7872192619089387,-0.08148971169035155,1.5574244500187617,2.356708652121619,
N1,N1 Severe skewness,544,-0.010946603329854103,0.9185348581216978,2.492095354392306,8.719458984787499,-0.7069805132834434,-0.703368700841647,-0.3368281663848356,1.8002912001371203,3.2459431492517306,
N2,N2 Extreme t3 tails,544,0.04846888473314702,0.9809364635963236,-0.48607463552860875,17.80471735904403,-1.8807308082195626,-1.1307463200065437,0.04221915571869997,1.4264266044847647,2.8224346454879377,
N3,N3 One-sided contamination,544,0.02271533843496612,0.9996440811674598,3.624053400703896,19.32694007602604,-1.392526190302751,-1.0581177223843974,-0.1133105086933237,0.8850383431644994,5.756633527140274,0.02
N0,N0 Normal,545,0.05462081263020202,1.0245788298872038,-0.08923325011940159,-0.002034407110049763,-2.3511995120874807,-1.7017705405032975,0.09027603005195806,1.7685546500060851,2.309431514896924,
N1,N1 Severe skewness,545,-0.04600279916393886,0.9679009648005505,2.768336644218466,9.942745258361587,-0.7069485848216219,-0.7040874088830333,-0.4398070736034947,1.709428327702238,4.076386473659636,
N2,N2 Extreme t3 tails,545,-0.0009534305683251887,1.0561548723978027,0.7925225451335659,9.10890247259888,-2.8913057682005276,-1.5487338415191092,-0.003055037869892625,1.4652996377059724,3.0358616322946186,
N3,N3 One-sided contamination,545,-0.022145361706839013,1.0002089235686773,3.783734308113817,21.02108396827844,-1.4552205458578371,-1.1269638152589987,-0.0907615538532121,0.8719882630508725,5.73673116630769,0.018
N0,N0 Normal,546,-0.03388602123803925,0.9917072735329833,0.016493736020920097,-0.021227038644137775,-2.2705297397123387,-1.7979104516547224,-0.009591439223130176,1.5747601643027327,2.373844595507062,
N1,N1 Severe skewness,546,0.04574136895397418,1.0994460532787331,2.731333244006175,9.595686305227852,-0.7070284236676353,-0.704990675695766,-0.3840753577208268,2.327376330945239,4.504081080703422,
N2,N2 Extreme t3 tails,546,0.02766248888729671,0.8738983141350686,0.6183563248029554,6.911028460684825,-2.0426837973487935,-1.2809441685007545,-0.0018863172847113554,1.2143387709603908,2.533236417417109,
N3,N3 One-sided contamination,546,0.006419011260653882,1.109018817441667,3.954906355722876,19.13564245435648,-1.333012724564999,-1.0051742807066082,-0.13608441396158583,0.9807091225789235,5.937279707845505,0.026
N0,N0 Normal,547,0.07174227978830476,1.059326059998197,0.03225335410444002,0.3423712249149746,-2.4762935115506206,-1.569471895035096,0.060423674372908395,1.7921754039816455,2.7228998061974266,
N1,N1 Severe skewness,547,-0.05984025280134055,0.9633893456940927,3.6741992585331182,23.285359601684767,-0.7070446177141373,-0.7048582515415194,-0.40942174910249,1.7223702859439964,3.2843501606476293,
N2,N2 Extreme t3 tails,547,-0.015888808015340157,1.0081685539476912,-1.4388996841244246,16.493432088910037,-2.5249435631785433,-1.5277296016869752,0.02439975631703404,1.2682919749502,2.1998055496158444,
N3,N3 One-sided contamination,547,0.023834445068989695,1.0645386451170142,3.7514514721245678,19.20218815245551,-1.4196119760635093,-1.0741043425111896,-0.10027498082404049,0.962776347789242,6.030644359782339,0.022
N0,N0 Normal,548,-0.10738441012699212,1.0526759320281514,0.014843586313745391,0.09416994996387862,-2.6495478229685556,-1.808152507041706,-0.0876944984075657,1.4922296104068098,2.175131335247507,
N1,N1 Severe skewness,548,0.005196153237206751,0.9823356207069754,2.2619409110821675,5.9882090965401655,-0.7067516821197422,-0.7035409502340463,-0.38261787094251487,2.288576709325111,3.6943017887634984,
N2,N2 Extreme t3 tails,548,0.10497135838321457,0.8851293737617382,2.2987750986117845,19.096698203251506,-1.8049735323813914,-1.0707279217866554,0.10136197798034759,1.2801502972839016,2.286576306384365,
N3,N3 One-sided contamination,548,0.027505305930719325,1.0509663930721331,3.6312784798518245,17.65467489183005,-1.385526157450125,-1.0529257188402237,-0.08793041676113081,0.9625579412154501,5.63628646525936,0.024
N0,N0 Normal,549,0.08738806390955582,1.0253898023645274,-0.05047003719255221,-0.2353288778250251,-2.322341306194473,-1.5864650147169368,0.05849748703393204,1.7459643547679595,2.3103375591976274,
N1,N1 Severe skewness,549,0.06400445478459865,0.9811018889387116,2.0589695287987286,5.266060842674285,-0.7069664584668046,-0.7047718319269705,-0.32274162479553853,2.150339155973339,3.782317807572506,
N2,N2 Extreme t3 tails,549,-0.028789632160899168,0.983132735981846,-0.4383429034178408,9.79196881621665,-2.728358954643216,-1.4599793861206278,0.017878610083412325,1.2983314217508986,2.276125880738658,
N3,N3 One-sided contamination,549,-0.02743046278009375,1.0928655923642188,3.625550313500556,17.31892741700835,-1.5725366819956976,-1.062009208040882,-0.18637164789341099,0.9689162861169125,5.424197308398485,0.026
N0,N0 Normal,550,-0.01173720188683687,1.043395955958393,-0.09472605456544499,0.14845104604443282,-2.576527119571481,-1.8001807222713062,-0.0005538654021398073,1.5960216033109447,2.3646808285267653,
N1,N1 Severe skewness,550,0.0021263961144262497,1.0319496249484674,2.730037721195736,9.384258432728787,-0.7069666158567968,-0.7045584601784326,-0.40089904882267,2.0446433065054754,4.483787360352898,
N2,N2 Extreme t3 tails,550,-0.03075410216427494,0.955052209009893,1.3040777062516715,20.473568568133484,-2.5150658121649117,-1.4086757178324776,0.00750202913116015,1.1624111382971531,2.187574506021915,
N3,N3 One-sided contamination,550,0.031033047649600683,1.074090878458712,3.8574183974330074,18.93450701101674,-1.3017756820489552,-0.9822125407092244,-0.09220565145632834,0.9734190233614494,5.758033658659165,0.026
N0,N0 Normal,551,0.07452184659022536,0.9293634770011141,0.11670881740725907,-0.15988942952907914,-2.052675684730814,-1.4135805081809842,0.051854898261143756,1.554340635541784,2.3222370983436598,
N1,N1 Severe skewness,551,-0.018351644242190452,0.9548632984126088,2.5029005880116717,9.092287352829892,-0.7069352420133034,-0.7047832145515571,-0.39167637652822385,1.9541161161741039,3.195187485506825,
