n,support_bin,method,n_rows,n_success,n_minimal_usable,n_frontier_display_ok,success_rate,minimal_usability_rate,coverage,coverage_conditional_on_raw_success,coverage_conditional_on_minimal_usable,coverage_conditional_on_frontier_display_ok,mc_se_coverage,coverage_unconditional,avg_ci_length,median_ci_length,p95_ci_length,p99_ci_length,pathological_length_rate,formal_support_ok_rate,coverage_display_ok_rate,avg_local_support_score,avg_min_unique_h,avg_min_unique_b,avg_obs_h_left,avg_obs_h_right,avg_obs_b_left,avg_obs_b_right
1000,5-7,RBC MSE,7274,7274,7274,7274,1.0,1.0,0.9142150123728348,0.9142150123728348,0.9142150123728348,0.9142150123728348,0.003283546511180824,0.9142150123728348,0.23935887834584227,0.23313568528259848,0.3152892576910317,0.3774246645772159,0.0,1.0,1.0,5.678443772339841,5.678443772339841,12.947346714324993,61.01993401154798,50.642287599670055,152.15411053065714,101.06956282650536
1000,8-12,RBC MSE,4573,4573,4573,4573,1.0,1.0,0.9376776732998032,0.9376776732998032,0.9376776732998032,0.9376776732998032,0.0035747692728657263,0.9376776732998032,0.2410118423334553,0.2345914668063278,0.3246909935272734,0.37728120172796736,0.0,1.0,1.0,8.811064946424667,8.811064946424667,20.05029521102121,60.13623441941832,50.135797069757274,151.78329324294774,100.96763612508201
1000,13+,RBC MSE,5000,5000,5000,5000,1.0,1.0,0.9266,0.9266,0.9266,0.9266,0.003688155094352731,0.9266,0.24132407233606082,0.23615771872767594,0.32602650090769486,0.3808654710035543,0.0,1.0,1.0,46.8462,46.8462,98.5532,57.1004,47.9422,146.6756,98.5662
1000,missing,RBC MSE,27,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
1500,0-2,Bias-aware/Honest,19818,19694,19694,0,0.9937430618629529,0.9937430618629529,0.9997968924545547,0.9997968924545547,0.9997968924545547,,0.00010154345903017039,0.9935412251488546,0.5286202058265346,0.5254516230368385,0.6555033133359447,0.6703934929684005,0.0,0.9937430618629529,0.0,1.9937430618629528,1.9937430618629528,4.646634372792411,85.4347058229892,71.69472196992633,214.7979614491876,145.7493188010899
1500,3-4,Bias-aware/Honest,14765,14765,14765,0,1.0,1.0,0.9981713511683035,0.9981713511683035,0.9981713511683035,,0.00035160171213859624,0.9981713511683035,0.36995927098966974,0.3688289216079727,0.44562031344708736,0.4793463931457026,0.0,1.0,0.0,3.3550965120216727,3.3550965120216727,7.788960379275313,84.6752455130376,71.33877412800541,213.45072807314597,145.24910260751778
1500,5-7,Bias-aware/Honest,6596,6596,6596,6596,1.0,1.0,0.9971194663432383,0.9971194663432383,0.9971194663432383,0.9971194663432383,0.0006598872708428505,0.9971194663432383,0.3395744408924721,0.33516452991055656,0.42118083550678426,0.4626932818315923,0.0,1.0,1.0,5.666616130988478,5.666616130988478,13.51228016979988,80.27077016373559,68.01531231049121,208.51288659793815,142.96361431170405
1500,8-12,Bias-aware/Honest,3638,3638,3638,3638,1.0,1.0,0.997526113249038,0.997526113249038,0.997526113249038,0.997526113249038,0.0008236082660766741,0.997526113249038,0.34284620115515924,0.3390841313456603,0.41769446454502895,0.45312744661793625,0.0,1.0,1.0,8.292193512919185,8.292193512919185,19.24216602528862,84.01264431006047,71.06487080813633,214.60142935678945,145.9749862561847
1500,13+,Bias-aware/Honest,5000,5000,5000,5000,1.0,1.0,0.9962,0.9962,0.9962,0.9962,0.0008701218305501851,0.9962,0.3235309637703656,0.32022455086453044,0.40065622799023,0.441106132766422,0.0,1.0,1.0,65.074,65.074,140.8564,77.5596,66.2056,204.1298,140.8594
1500,missing,Bias-aware/Honest,183,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
1500,0-2,Conventional MSE,19818,19755,19694,0,0.9968210717529519,0.9937430618629529,0.6579600101240193,0.6579600101240193,0.6569005788565045,,0.003375201261950871,0.655868402462408,7848.46083040728,0.1813693800725246,0.22449091817737385,0.25166998131400886,0.0030780098899989908,0.9937430618629529,0.0,1.9937430618629528,1.9937430618629528,4.646634372792411,85.4347058229892,71.69472196992633,214.7979614491876,145.7493188010899
1500,3-4,Conventional MSE,14765,14765,14765,0,1.0,1.0,0.7939045038943447,0.7939045038943447,0.7939045038943447,,0.003328906964368465,0.7939045038943447,0.18707871150364241,0.1849997799181375,0.22903515642525898,0.2528202058829842,0.0,1.0,0.0,3.3550965120216727,3.3550965120216727,7.788960379275313,84.6752455130376,71.33877412800541,213.45072807314597,145.24910260751778
1500,5-7,Conventional MSE,6596,6596,6596,6596,1.0,1.0,0.84232868405094,0.84232868405094,0.84232868405094,0.84232868405094,0.004487214369184959,0.84232868405094,0.18648910344445482,0.18355610312277498,0.23409054634769477,0.26286568326076465,0.0,1.0,1.0,5.666616130988478,5.666616130988478,13.51228016979988,80.27077016373559,68.01531231049121,208.51288659793815,142.96361431170405
1500,8-12,Conventional MSE,3638,3638,3638,3638,1.0,1.0,0.8161077515118197,0.8161077515118197,0.8161077515118197,0.8161077515118197,0.006422795813091325,0.8161077515118197,0.18450720554696454,0.1820527738587132,0.23346174212279078,0.2559882014690374,0.0,1.0,1.0,8.292193512919185,8.292193512919185,19.24216602528862,84.01264431006047,71.06487080813633,214.60142935678945,145.9749862561847
1500,13+,Conventional MSE,5000,5000,5000,5000,1.0,1.0,0.867,0.867,0.867,0.867,0.004802311943220682,0.867,0.18855147458835486,0.18512900160015894,0.2417415281112842,0.2713671240398872,0.0,1.0,1.0,65.074,65.074,140.8564,77.5596,66.2056,204.1298,140.8594
1500,missing,Conventional MSE,183,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
1500,0-2,RBC MSE,19818,19750,19694,0,0.996568775860329,0.9937430618629529,0.9410632911392405,0.9410632911392405,0.9408957042754138,,0.0016757869598055292,0.9378342920577253,7167.030965174361,0.21132450521259288,0.24922126078249493,0.27485646662556157,0.0028257139973761228,0.9937430618629529,0.0,1.9937430618629528,1.9937430618629528,4.646634372792411,85.4347058229892,71.69472196992633,214.7979614491876,145.7493188010899
1500,3-4,RBC MSE,14765,14765,14765,0,1.0,1.0,0.9286826955638334,0.9286826955638334,0.9286826955638334,,0.0021179436980002077,0.9286826955638334,0.20546528424722993,0.2035163332439467,0.2489057121033793,0.2744972204774144,0.0,1.0,0.0,3.3550965120216727,3.3550965120216727,7.788960379275313,84.6752455130376,71.33877412800541,213.45072807314597,145.24910260751778
1500,5-7,RBC MSE,6596,6596,6596,6596,1.0,1.0,0.9232868405093997,0.9232868405093997,0.9232868405093997,0.9232868405093997,0.0032768980827621867,0.9232868405093997,0.20162678450700497,0.19853459036382937,0.2519274502875403,0.28257511552544606,0.0,1.0,1.0,5.666616130988478,5.666616130988478,13.51228016979988,80.27077016373559,68.01531231049121,208.51288659793815,142.96361431170405
1500,8-12,RBC MSE,3638,3638,3638,3638,1.0,1.0,0.9452996151731721,0.9452996151731721,0.9452996151731721,0.9452996151731721,0.003770062795465753,0.9452996151731721,0.19932256004555748,0.1964241538676718,0.25121797098731413,0.2760955859733996,0.0,1.0,1.0,8.292193512919185,8.292193512919185,19.24216602528862,84.01264431006047,71.06487080813633,214.60142935678945,145.9749862561847
1500,13+,RBC MSE,5000,5000,5000,5000,1.0,1.0,0.9334,0.9334,0.9334,0.9334,0.0035260300622654934,0.9334,0.20228124175316178,0.1987833559649692,0.25923744539867355,0.2905908372072652,0.0,1.0,1.0,65.074,65.074,140.8564,77.5596,66.2056,204.1298,140.8594
1500,missing,RBC MSE,183,0,0,0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,
2000,0-2,Bias-aware/Honest,21293,20800,20800,0,0.976846851077819,0.976846851077819,0.9998557692307692,0.9998557692307692,0.9998557692307692,,8.326566805550216e-05,0.9767059597050674,0.488620098195134,0.4729195248366258,0.6297066569000318,0.6404312363427,0.0,0.976846851077819,0.0,1.976846851077819,1.976846851077819,4.622035410698351,109.6486638801484,92.62391396233504,275.29009533649554,189.4425398018128
2000,3-4,Bias-aware/Honest,13508,13508,13508,0,1.0,1.0,0.9982973053005626,0.9982973053005626,0.9982973053005626,,0.000354733999510185,0.9982973053005626,0.3293731381405709,0.327776607665311,0.38633998372053957,0.41838804170538585,0.0,1.0,0.0,3.34683150725496,3.34683150725496,7.845202842759846,106.45188036718982,90.57580692922713,270.26798933965057,187.1273319514362
